"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_start_time","experiment_seed","age","sex","art_experience","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_curv","chosen_rot","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1003","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1031","797896","1764889484535","9696217","23","Female","Limited, occasional experience","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","7870","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","1528","738","true","edge-chromium","142.0.0","false","Windows 10","true","8.78","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","8886","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","1528","738","true","edge-chromium","142.0.0","false","Windows 10","true","60.02","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","10602","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","1715","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","12976","797896","1764889484535","9696217","23","Female","Limited, occasional experience","true","","","","","","","","","","","","","","","","1362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","14963","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","1984","","{""Age"":""23""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","17742","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","2777","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","47846","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","","","","","","399","0.9094017094017095","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","52082","797896","1764889484535","9696217","23","Female","Limited, occasional experience","","","","","","","","","","","","","","","","","4235","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 50 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
