"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1055","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1960","66745","469979146","20","Male","No experience","Looking at the overall shape ","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","2460","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","1280","551","true","chrome","145.0.0","false","Windows 10","true","120.58","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","11440","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","1422","612","true","chrome","145.0.0","false","Windows 10","true","119.88","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","20556","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","9115","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","23806","66745","469979146","20","Male","No experience","Looking at the overall shape ","true","","","","","","","","","","","","","","","","2242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","26791","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","2981","","{""Age"":""20""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","29801","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","3007","","{""Sex"":""Male""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","62048","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","","","","","","362","0.825071225071225","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","73793","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","11741","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","79238","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","5442","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","99517","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","20275","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""practice_images/circle_rng45_N18_curv1_seed26.png""><img class=""ooo-img"" src=""practice_images/circle_rng45_N18_curv1_seed26.png""><img class=""ooo-img"" src=""practice_images/circle_rng45_N27_curv1_seed9.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","108047","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","8527","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","111162","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","3111","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","1","1","practice_ambiguous","1/1/0","[9,26,7]","[5,11,19]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25}]","practice_images/circle_rng45_N18_curv0_seed9.png","practice_images/circle_rng45_N9_curv1_seed26.png","practice_images/circle_rng25_N9_curv2_seed7.png","true","false","null","null","0","practice_images/circle_rng45_N18_curv0_seed9.png","45","18","0","9","null","",""
"html-button-response","15","2.1.0","115055","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","3889","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","2","2","practice_catch","3-2-2","[26,26,9]","[12,12,12]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":12,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng12_N18_curv2_seed9.png","practice_images/circle_rng12_N18_curv1_seed26.png","practice_images/circle_rng12_N18_curv1_seed26.png","true","true","0","0","0","practice_images/circle_rng12_N18_curv2_seed9.png","12","18","2","9","true","",""
"html-button-response","18","2.1.0","117664","66745","469979146","20","Male","No experience","Looking at the overall shape ","","","","","","","","","","","","","","","","","2606","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","3","3","practice_ambiguous","1/1/0","[26,7,9]","[2,19,21]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng25_N9_curv2_seed7.png","practice_images/circle_rng45_N9_curv0_seed26.png","practice_images/circle_rng12_N18_curv2_seed9.png","true","false","null","null","1","practice_images/circle_rng45_N9_curv0_seed26.png","45","9","0","26","null","",""
