"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1101","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2045","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3872","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","1536","695","true","chrome","145.0.0","false","Windows 10","true","32.93","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4905","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","1536","695","true","chrome","145.0.0","false","Windows 10","true","59.01","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","15330","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","10423","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","25277","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","true","","","","","","","","","","","","","","","","8939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","28297","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","3015","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","30701","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","2399","","{""Sex"":""Male""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","89034","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","","","","","","259","0.5903133903133904","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","98031","68353","27865355","18","Male","Limited, occasional experience","There's a common application of apophenia seen in people when looking at objects and clouds. I used this tendency to then visualize connections between the images, searching for resemblances, for example, a wolf-face  similarity between two of the three objects. Generally I'd look for curves or vertices in the objects that were similar in the other objects shown, or perceive them as specific faces/animals. ","","","","","","","","","","","","","","","","","8991","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
