"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","712","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1687","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","2687","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","1440","787","true","safari","26.3.0","false","Mac OS","true","60.24","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","3703","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","1440","787","true","safari","26.3.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","5172","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","1468","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","8173","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","true","","","","","","","","","","","","","","","","1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","10177","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","1989","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","12974","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","2795","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","37372","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","","","","","","430","0.98005698005698","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","47188","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","9816","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","53756","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","6567","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","72239","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","18482","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""practice_images/circle_rng25_N18_curv0_seed26.png""><img class=""ooo-img"" src=""practice_images/circle_rng25_N18_curv0_seed26.png""><img class=""ooo-img"" src=""practice_images/circle_rng25_N18_curv1_seed7.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","81588","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","9348","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","84623","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","3033","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","1","1","practice_ambiguous","1/1/0","[26,9,7]","[2,14,22]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","practice_images/circle_rng25_N18_curv2_seed7.png","practice_images/circle_rng45_N18_curv1_seed9.png","practice_images/circle_rng45_N9_curv0_seed26.png","true","false","null","null","0","practice_images/circle_rng25_N18_curv2_seed7.png","25","18","2","7","null","",""
"html-button-response","15","2.1.0","88538","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","3913","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","2","2","practice_ambiguous","1/1/0","[9,26,7]","[2,4,21]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng45_N9_curv0_seed9.png","practice_images/circle_rng12_N18_curv2_seed7.png","practice_images/circle_rng25_N18_curv0_seed26.png","true","false","null","null","0","practice_images/circle_rng45_N9_curv0_seed9.png","45","9","0","9","null","",""
"html-button-response","17","2.1.0","91404","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","2865","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","3","3","practice_catch","3-2-2","[9,9,7]","[18,18,18]","[{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":25}]","practice_images/circle_rng25_N9_curv2_seed7.png","practice_images/circle_rng12_N9_curv2_seed9.png","practice_images/circle_rng12_N9_curv2_seed9.png","true","true","0","0","0","practice_images/circle_rng25_N9_curv2_seed7.png","25","9","2","7","true","",""
"html-button-response","20","2.1.0","95239","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","3833","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","4","4","practice_ambiguous","0/0/0","[26,9,7]","[3,11,25]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","practice_images/circle_rng12_N18_curv0_seed26.png","practice_images/circle_rng45_N9_curv1_seed9.png","practice_images/circle_rng25_N27_curv2_seed7.png","true","false","null","null","1","practice_images/circle_rng45_N9_curv1_seed9.png","45","9","1","9","null","",""
"html-button-response","22","2.1.0","97060","66391","256314165","18","Female","Yes, informal or self-taught experience","I looked for any sharp angles and lines. I also looked at the general shape when the curvature was similar ","","","","","","","","","","","","","","","","","1818","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","5","5","practice_catch","3-2-2","[26,26,9]","[20,20,20]","[{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":20,""curv"":2,""nv"":27,""range"":45}]","practice_images/circle_rng45_N9_curv2_seed26.png","practice_images/circle_rng45_N27_curv2_seed9.png","practice_images/circle_rng45_N9_curv2_seed26.png","true","true","1","1","1","practice_images/circle_rng45_N27_curv2_seed9.png","45","27","2","9","true","",""
