"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","2097","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","19996","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","20653","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","1955","1094","true","edge-chromium","144.0.0","false","Windows 10","true","92.24","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","21331","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","1955","1094","true","edge-chromium","144.0.0","false","Windows 10","true","90.02","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","25681","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","4348","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","28577","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","true","","","","","","","","","","","","","","","","1893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","31829","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","3242","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","34426","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","2595","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","40882","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","","","","","","104","0.23703703703703702","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","47783","70936","noInstr","122770158","16","18","Female","Yes, informal or self-taught experience","Most of the time i was picking based on the number of bumps, but when the number of bumps were the same, I was picking based on the curve sharpness.","","","","","","","","","","","","","","","","","6899","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
