"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1397","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2363","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3369","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","1372","737","true","safari","18.6.0","false","Mac OS","true","60.06","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4385","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","1372","737","true","safari","18.6.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","15456","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","11069","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","20676","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","true","","","","","","","","","","","","","","","","4214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","28691","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","7985","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","34040","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","5347","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","140960","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","","","","","","400","0.9116809116809117","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","166123","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","25148","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","182723","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","16599","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please choose one that is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","222104","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","39366","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv3_ang90_s0.0_rot-090.png""><img class=""ooo-img"" src=""images/stim_nv3_ang90_s0.0_rot-090.png""><img class=""ooo-img"" src=""images/stim_nv3_ang90_s0.8_rot-090.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","235738","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","13633","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","247074","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","11328","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","1","1","practice_ambiguous","1/1/0","-135","[8,21,25]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv2_ang45_s1.4_rot-135.png","images/stim_nv3_ang90_s1.4_rot-135.png","images/stim_nv3_ang135_s0.0_rot-135.png","true","false","null","null","2","images/stim_nv3_ang135_s0.0_rot-135.png","3","135","0","-135","0","null","",""
"html-button-response","15","2.1.0","251754","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","4677","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","2","2","practice_ambiguous","1/1/0","-090","[5,21,25]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv2_ang45_s1.4_rot-090.png","images/stim_nv2_ang135_s0.0_rot-090.png","images/stim_nv3_ang90_s1.4_rot-090.png","true","false","null","null","1","images/stim_nv2_ang135_s0.0_rot-090.png","2","135","0","-090","0","null","",""
"html-button-response","17","2.1.0","257204","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","5447","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","3","3","practice_ambiguous","1/1/0","+045","[4,10,18]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv1_ang90_s0.8_rot+045.png","images/stim_nv2_ang90_s0.0_rot+045.png","images/stim_nv1_ang45_s1.4_rot+045.png","true","false","null","null","1","images/stim_nv2_ang90_s0.0_rot+045.png","2","90","0","+045","0","null","",""
"html-button-response","19","2.1.0","263538","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","6329","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","4","4","practice_catch","3-2-2","-090","[7,7,7]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":7,""curv"":1,""nv"":3,""ang"":90}]","images/stim_nv3_ang90_s0.0_rot-090.png","images/stim_nv3_ang90_s0.0_rot-090.png","images/stim_nv3_ang90_s0.8_rot-090.png","true","true","2","2","2","images/stim_nv3_ang90_s0.8_rot-090.png","3","90","0.8","-090","1","true","",""
"html-button-response","22","2.1.0","270538","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","6996","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","5","5","practice_catch","3-2-2","+135","[20,20,20]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv1_ang135_s1.4_rot+135.png","images/stim_nv1_ang90_s1.4_rot+135.png","images/stim_nv1_ang135_s1.4_rot+135.png","true","true","1","1","1","images/stim_nv1_ang90_s1.4_rot+135.png","1","90","1.4","+135","2","true","",""
"html-button-response","25","2.1.0","274622","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","4082","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","6","6","practice_ambiguous","1/1/0","-090","[7,12,24]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv2_ang45_s0.8_rot-090.png","images/stim_nv3_ang90_s0.0_rot-090.png","images/stim_nv3_ang45_s1.4_rot-090.png","true","false","null","null","1","images/stim_nv3_ang90_s0.0_rot-090.png","3","90","0","-090","0","null","",""
"html-button-response","27","2.1.0","280737","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","6112","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","7","7","practice_catch","3-2-2","+090","[24,24,24]","[{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":24,""curv"":2,""nv"":3,""ang"":45},{""id"":24,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s1.4_rot+090.png","images/stim_nv3_ang45_s0.8_rot+090.png","images/stim_nv3_ang45_s1.4_rot+090.png","true","true","1","1","1","images/stim_nv3_ang45_s0.8_rot+090.png","3","45","0.8","+090","1","true","",""
"html-button-response","30","2.1.0","289121","68902","noInstr","678460255","0.007","18","Female","Yes, informal or self-taught experience","It depended on the question but certain times I chose based on the number of repetitions of bumps and if they had a sharp or rounded point. Other times images of only one large bump was a singular portion of one of the other images with more repetitions.","","","","","","","","","","","","","","","","","8382","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","practice","0","8","8","practice_ambiguous","1/1/0","+090","[0,11,13]","[{""id"":0,""curv"":0,""nv"":1,""ang"":45},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv1_ang135_s0.8_rot+090.png","images/stim_nv1_ang45_s0.0_rot+090.png","images/stim_nv2_ang90_s0.8_rot+090.png","true","false","null","null","2","images/stim_nv2_ang90_s0.8_rot+090.png","2","90","0.8","+090","1","null","",""
