"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1300","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2833","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3860","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","1397","765","true","safari","17.5.0","false","Mac OS","true","59.06","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4875","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","1397","765","true","safari","17.5.0","false","Mac OS","true","60.06","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","7189","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","2311","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","11388","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","true","","","","","","","","","","","","","","","","3194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","72169","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","60755","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","75456","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","3285","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","105225","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","","","","","","104","0.23703703703703702","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","108450","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","3224","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","110128","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","1678","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please choose one that is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","117495","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","7365","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv2_ang135_s1.4_rot+180.png""><img class=""ooo-img"" src=""images/stim_nv2_ang135_s1.4_rot+180.png""><img class=""ooo-img"" src=""images/stim_nv2_ang90_s1.4_rot+180.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","120397","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","2901","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","138870","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","18470","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","1","1","practice_catch","3-2-2","+180","[23,23,23]","[{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":23,""curv"":2,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s1.4_rot+180.png","images/stim_nv2_ang135_s1.4_rot+180.png","images/stim_nv2_ang135_s1.4_rot+180.png","true","true","0","0","0","images/stim_nv2_ang90_s1.4_rot+180.png","2","90","1.4","+180","2","true","",""
"html-button-response","16","2.1.0","144045","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","5174","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","2","2","practice_ambiguous","1/1/0","+000","[5,6,18]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45}]","images/stim_nv2_ang135_s0.0_rot+000.png","images/stim_nv1_ang45_s1.4_rot+000.png","images/stim_nv3_ang45_s0.0_rot+000.png","true","false","null","null","1","images/stim_nv1_ang45_s1.4_rot+000.png","1","45","1.4","+000","2","null","",""
"html-button-response","18","2.1.0","146074","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","2027","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","3","3","practice_catch","3-2-2","-045","[1,1,1]","[{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":1,""curv"":0,""nv"":1,""ang"":90},{""id"":1,""curv"":1,""nv"":1,""ang"":90}]","images/stim_nv1_ang90_s0.8_rot-045.png","images/stim_nv1_ang90_s0.0_rot-045.png","images/stim_nv1_ang90_s0.0_rot-045.png","true","true","0","0","0","images/stim_nv1_ang90_s0.8_rot-045.png","1","90","0.8","-045","1","true","",""
"html-button-response","21","2.1.0","151616","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","5539","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","4","4","practice_ambiguous","1/1/0","+090","[7,10,20]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv3_ang90_s0.0_rot+090.png","images/stim_nv1_ang135_s1.4_rot+090.png","images/stim_nv1_ang90_s0.8_rot+090.png","true","false","null","null","0","images/stim_nv3_ang90_s0.0_rot+090.png","3","90","0","+090","0","null","",""
"html-button-response","23","2.1.0","154363","67576","noInstr","758537441","0.008","18","Female","Yes, informal or self-taught experience","I try to figure out the difference by judging the number of the peaks or the frequency of the pictures. I also try to divide them into the sharp and obtuse corners.","","","","","","","","","","","","","","","","","2744","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","5","5","practice_ambiguous","1/1/0","-090","[2,16,26]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":16,""curv"":1,""nv"":3,""ang"":90},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s1.4_rot-090.png","images/stim_nv1_ang135_s0.0_rot-090.png","images/stim_nv3_ang90_s0.8_rot-090.png","true","false","null","null","1","images/stim_nv1_ang135_s0.0_rot-090.png","1","135","0","-090","0","null","",""
