"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1216","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2397","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","4419","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","1470","840","true","safari","17.6.0","false","Mac OS","true","30","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","6451","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","1470","840","true","safari","17.6.0","false","Mac OS","true","30","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","14981","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","8527","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","18509","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","true","","","","","","","","","","","","","","","","2524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","26289","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","7756","","{""Age"":""19""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","28654","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","2361","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","91498","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","","","","","","104","0.23703703703703702","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","123941","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","32440","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","137468","68224","noInstr","822971689","0.011","19","Female","Yes, formal training","Differenciated the odd one out through the number of peak points of the curve.","","","","","","","","","","","","","","","","","13525","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please choose one that is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
