"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","798","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","945","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","1440","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","1920","1112","true","chrome","144.0.0","false","Mac OS","true","121.68","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","1948","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","1920","1112","true","chrome","144.0.0","false","Mac OS","true","119.98","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","3248","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","1299","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","4912","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","true","","","","","","","","","","","","","","","","662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","6281","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","1365","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","7952","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","1670","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","16784","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","","","","","","422","0.9618233618233618","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","21451","68518","noInstr","75018011","0.003","18","Female","No experience","Using first the number of curvatures, then the extremity (eg. sharpness)","","","","","","","","","","","","","","","","","4665","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
