"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1182","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2283","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3298","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","1440","812","true","chrome","143.0.0","false","Mac OS","true","60.01","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4316","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","1440","812","true","chrome","143.0.0","false","Mac OS","true","59.97","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","222495","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","218184","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","225896","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","true","","","","","","","","","","","","","","","","2398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","229296","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","3395","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","231195","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","1898","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","282161","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","","","","","","430","0.98005698005698","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","286093","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","3932","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","296110","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","10016","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","311278","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","15166","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv3_ang135_s0.8_rot-135.png""><img class=""ooo-img"" src=""images/stim_nv3_ang135_s0.8_rot-135.png""><img class=""ooo-img"" src=""images/stim_nv3_ang135_s0.0_rot-135.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","316662","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","5384","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","319378","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","2713","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","1","1","practice_ambiguous","1/1/0","+135","[4,23,24]","[{""id"":4,""curv"":0,""nv"":2,""ang"":90},{""id"":23,""curv"":2,""nv"":2,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv2_ang90_s0.0_rot+135.png","images/stim_nv2_ang135_s1.4_rot+135.png","images/stim_nv3_ang45_s1.4_rot+135.png","true","false","null","null","0","images/stim_nv2_ang90_s0.0_rot+135.png","2","90","0","+135","0","null","",""
"html-button-response","15","2.1.0","325310","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","5931","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","2","2","practice_ambiguous","1/1/0","-090","[8,11,24]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":11,""curv"":1,""nv"":1,""ang"":135},{""id"":24,""curv"":2,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s1.4_rot-090.png","images/stim_nv3_ang135_s0.0_rot-090.png","images/stim_nv1_ang135_s0.8_rot-090.png","true","false","null","null","1","images/stim_nv3_ang135_s0.0_rot-090.png","3","135","0","-090","0","null","",""
"html-button-response","17","2.1.0","330294","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","4982","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","3","3","practice_catch","3-2-2","-135","[17,17,17]","[{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":17,""curv"":0,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.8_rot-135.png","images/stim_nv3_ang135_s0.8_rot-135.png","images/stim_nv3_ang135_s0.0_rot-135.png","true","true","2","2","2","images/stim_nv3_ang135_s0.0_rot-135.png","3","135","0","-135","0","true","",""
"html-button-response","20","2.1.0","334127","67432","899532308","8","18","Female","No experience","I looked at the number of curves and the height of each curve. ","","","","","","","","","","","","","","","","","3831","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","4","4","practice_ambiguous","1/1/0","+090","[2,3,13]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":13,""curv"":1,""nv"":2,""ang"":90}]","images/stim_nv2_ang90_s0.8_rot+090.png","images/stim_nv1_ang135_s0.0_rot+090.png","images/stim_nv2_ang45_s0.0_rot+090.png","true","false","null","null","0","images/stim_nv2_ang90_s0.8_rot+090.png","2","90","0.8","+090","1","null","",""
