"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1202","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2048","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3054","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","1280","665","true","chrome","144.0.0","false","Windows 10","true","59.98","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4070","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","1280","665","true","chrome","144.0.0","false","Windows 10","true","60.01","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","8217","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","4145","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","10820","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","true","","","","","","","","","","","","","","","","1599","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","14200","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","3374","","{""Age"":""20""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","17146","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","2944","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","38269","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","","","","","","371","0.8455840455840455","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","81477","66571","969981951","12","20","Female","Yes, informal or self-taught experience","I usually choose the one with the most different general shape, prioritizing that over the sharpness of the curves, unless the curve drastically different","","","","","","","","","","","","","","","","","43206","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
