"trial_type","trial_index","plugin_version","time_elapsed","participant","experiment_seed","total_experiment_time","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","rotation","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_nv","chosen_ang","chosen_s","chosen_rot","chosen_curv","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1551","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2654","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3665","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","1470","697","true","chrome","144.0.0","false","Mac OS","true","60.01","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4683","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","1470","697","true","chrome","144.0.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","7546","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","2860","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","12092","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","true","","","","","","","","","","","","","","","","3542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","16052","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","3955","","{""Age"":""21""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","18536","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","2481","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","101800","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","","","","","","440","1.002849002849003","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","117124","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","15323","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","125386","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","8260","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please focus on the <b>how curvy the shapes are</b> when deciding which one is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","154145","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","28756","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""images/stim_nv2_ang135_s0.0_rot-090.png""><img class=""ooo-img"" src=""images/stim_nv2_ang135_s0.0_rot-090.png""><img class=""ooo-img"" src=""images/stim_nv2_ang45_s0.0_rot-090.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","164567","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","10421","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","167001","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","2432","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","1","1","practice_catch","3-2-2","-135","[5,5,5]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv2_ang135_s1.4_rot-135.png","images/stim_nv2_ang135_s0.0_rot-135.png","images/stim_nv2_ang135_s0.0_rot-135.png","true","true","0","0","0","images/stim_nv2_ang135_s1.4_rot-135.png","2","135","1.4","-135","2","true","",""
"html-button-response","16","2.1.0","170704","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","3700","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","2","","","","","practice","0","2","2","practice_catch","3-2-2","-090","[5,5,5]","[{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":0,""nv"":2,""ang"":135},{""id"":5,""curv"":0,""nv"":2,""ang"":45}]","images/stim_nv2_ang135_s0.0_rot-090.png","images/stim_nv2_ang135_s0.0_rot-090.png","images/stim_nv2_ang45_s0.0_rot-090.png","true","true","2","2","2","images/stim_nv2_ang45_s0.0_rot-090.png","2","45","0","-090","0","true","",""
"html-button-response","19","2.1.0","179682","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","8975","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","3","3","practice_ambiguous","1/1/0","+180","[8,20,21]","[{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":21,""curv"":2,""nv"":2,""ang"":45}]","images/stim_nv2_ang45_s1.4_rot+180.png","images/stim_nv3_ang135_s0.0_rot+180.png","images/stim_nv1_ang135_s1.4_rot+180.png","true","false","null","null","0","images/stim_nv2_ang45_s1.4_rot+180.png","2","45","1.4","+180","2","null","",""
"html-button-response","21","2.1.0","183140","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","3457","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","4","4","practice_ambiguous","1/1/0","-090","[2,6,10]","[{""id"":2,""curv"":0,""nv"":1,""ang"":135},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":10,""curv"":1,""nv"":1,""ang"":90}]","images/stim_nv1_ang90_s0.8_rot-090.png","images/stim_nv3_ang45_s0.0_rot-090.png","images/stim_nv1_ang135_s0.0_rot-090.png","true","false","null","null","1","images/stim_nv3_ang45_s0.0_rot-090.png","3","45","0","-090","0","null","",""
"html-button-response","23","2.1.0","186686","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","3544","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","5","5","practice_ambiguous","1/1/0","+000","[10,12,23]","[{""id"":10,""curv"":1,""nv"":1,""ang"":90},{""id"":12,""curv"":1,""nv"":2,""ang"":45},{""id"":23,""curv"":2,""nv"":2,""ang"":135}]","images/stim_nv1_ang90_s0.8_rot+000.png","images/stim_nv2_ang135_s1.4_rot+000.png","images/stim_nv2_ang45_s0.8_rot+000.png","true","false","null","null","1","images/stim_nv2_ang135_s1.4_rot+000.png","2","135","1.4","+000","2","null","",""
"html-button-response","25","2.1.0","191550","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","4862","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","1","","","","","practice","0","6","6","practice_catch","3-2-2","+180","[20,20,20]","[{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":2,""nv"":1,""ang"":135},{""id"":20,""curv"":1,""nv"":1,""ang"":135}]","images/stim_nv1_ang135_s1.4_rot+180.png","images/stim_nv1_ang135_s0.8_rot+180.png","images/stim_nv1_ang135_s1.4_rot+180.png","true","true","1","1","1","images/stim_nv1_ang135_s0.8_rot+180.png","1","135","0.8","+180","1","true","",""
"html-button-response","28","2.1.0","196303","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","4750","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","7","7","practice_ambiguous","1/1/0","-135","[3,8,25]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":8,""curv"":0,""nv"":3,""ang"":135},{""id"":25,""curv"":2,""nv"":3,""ang"":90}]","images/stim_nv3_ang135_s0.0_rot-135.png","images/stim_nv2_ang45_s0.0_rot-135.png","images/stim_nv3_ang90_s1.4_rot-135.png","true","false","null","null","1","images/stim_nv2_ang45_s0.0_rot-135.png","2","45","0","-135","0","null","",""
"html-button-response","30","2.1.0","199303","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","2998","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","8","8","practice_ambiguous","1/1/0","-045","[7,17,19]","[{""id"":7,""curv"":0,""nv"":3,""ang"":90},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":19,""curv"":2,""nv"":1,""ang"":90}]","images/stim_nv3_ang135_s0.8_rot-045.png","images/stim_nv1_ang90_s1.4_rot-045.png","images/stim_nv3_ang90_s0.0_rot-045.png","true","false","null","null","1","images/stim_nv1_ang90_s1.4_rot-045.png","1","90","1.4","-045","2","null","",""
"html-button-response","32","2.1.0","209026","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","9721","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully and <b>pick the odd-one-out based on curvature.</b></p>
            <p>If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","210747","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","1720","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","1","9","exp_221","2-2-1","+045","[9,18,20]","[{""id"":9,""curv"":1,""nv"":1,""ang"":45},{""id"":18,""curv"":2,""nv"":1,""ang"":45},{""id"":20,""curv"":2,""nv"":1,""ang"":135}]","images/stim_nv1_ang45_s0.8_rot+045.png","images/stim_nv1_ang45_s1.4_rot+045.png","images/stim_nv1_ang135_s1.4_rot+045.png","false","false","null","null","2","images/stim_nv1_ang135_s1.4_rot+045.png","1","135","1.4","+045","2","null","",""
"html-button-response","35","2.1.0","216448","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","5699","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","2","10","exp_221","2-2-1","+135","[3,6,15]","[{""id"":3,""curv"":0,""nv"":2,""ang"":45},{""id"":6,""curv"":0,""nv"":3,""ang"":45},{""id"":15,""curv"":1,""nv"":3,""ang"":45}]","images/stim_nv3_ang45_s0.8_rot+135.png","images/stim_nv3_ang45_s0.0_rot+135.png","images/stim_nv2_ang45_s0.0_rot+135.png","false","false","null","null","2","images/stim_nv2_ang45_s0.0_rot+135.png","2","45","0","+135","0","null","",""
"html-button-response","37","2.1.0","222354","68701","444226487","6","21","Female","No experience","Number of curves; if all images had the same number of curves then by curve shape (jagged or soft)","","","","","","","","","","","","","","","","","5905","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","3","11","exp_221","2-2-1","-090","[15,17,26]","[{""id"":15,""curv"":1,""nv"":3,""ang"":45},{""id"":17,""curv"":1,""nv"":3,""ang"":135},{""id"":26,""curv"":2,""nv"":3,""ang"":135}]","images/stim_nv3_ang135_s0.8_rot-090.png","images/stim_nv3_ang45_s0.8_rot-090.png","images/stim_nv3_ang135_s1.4_rot-090.png","false","false","null","null","1","images/stim_nv3_ang45_s0.8_rot-090.png","3","45","0.8","-090","1","null","",""
