"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1390","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2194","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3199","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","740","730","true","chrome","145.0.0","false","Chrome OS","true","60.28","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","8641","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","923","730","true","chrome","145.0.0","false","Chrome OS","true","60.01","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","11887","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","3241","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","23388","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","true","","","","","","","","","","","","","","","","10498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","25844","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","2450","","{""Age"":""19""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","28157","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","2306","","{""Sex"":""Other""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","63293","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","","","","","","430","0.98005698005698","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","65273","68800","noInstr","565186441","19","Other","Yes, informal or self-taught experience","Size and how sharp or rounded each point/edge was.","","","","","","","","","","","","","","","","","1975","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
