"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1099","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","1832","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","2838","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","1470","840","true","safari","18.5.0","false","Mac OS","true","60.12","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","3852","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","1470","840","true","safari","18.5.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","9857","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","6002","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","13283","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","true","","","","","","","","","","","","","","","","2420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","16060","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","2751","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","17993","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","1929","","{""Sex"":""Male""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","62059","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","","","","","","448","1.021082621082621","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","66595","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","4534","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","74723","71104","noInstr","164500562","18","Male","Limited, occasional experience","at the start, I tried to look carefully at the lines and curvature, but by the end I was just glancing quickly at how it was tilted and any similar figures","","","","","","","","","","","","","","","","","8126","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please choose one that is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
