"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"html-button-response","27","2.1.0","56311","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","2465","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","7","7","practice_ambiguous","1/1/0","[9,26,7]","[15,23,25]","[{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":23,""curv"":2,""nv"":18,""range"":45},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","practice_images/circle_rng12_N27_curv1_seed9.png","practice_images/circle_rng25_N27_curv2_seed7.png","practice_images/circle_rng45_N18_curv2_seed26.png","true","false","null","null","0","practice_images/circle_rng12_N27_curv1_seed9.png","12","27","1","9","null","",""
"html-button-response","29","2.1.0","57439","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1126","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","8","8","practice_catch","3-2-2","[9,9,26]","[24,24,24]","[{""id"":24,""curv"":2,""nv"":27,""range"":12},{""id"":24,""curv"":2,""nv"":27,""range"":12},{""id"":24,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng12_N18_curv2_seed26.png","practice_images/circle_rng12_N27_curv2_seed9.png","practice_images/circle_rng12_N27_curv2_seed9.png","true","true","0","0","0","practice_images/circle_rng12_N18_curv2_seed26.png","12","18","2","26","true","",""
"html-button-response","32","2.1.0","58562","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1122","<p>Practice is complete.</p>
            <p>When you are ready, click below to start the main experiment.</p>
            <p>The main task has <b>9 blocks</b>. You can take short breaks between blocks.</p>
            <p>On all trials, please respond thoughtfully. If you respond too fast, you will see a warning screen.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","33","2.1.0","59808","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1245","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","1","9","exp_221","2-2-1","[18,13,10]","[1,2,19]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25}]","images/circle_rng45_N9_curv0_seed13.png","images/circle_rng25_N9_curv0_seed18.png","images/circle_rng25_N9_curv2_seed10.png","false","false","null","null","0","images/circle_rng45_N9_curv0_seed13.png","45","9","0","13","null","",""
"html-button-response","35","2.1.0","60909","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1100","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","2","10","exp_111","1-1-1","[10,13,18]","[9,13,21]","[{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":13,""curv"":1,""nv"":18,""range"":25},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng25_N18_curv1_seed13.png","images/circle_rng12_N9_curv1_seed10.png","images/circle_rng12_N18_curv2_seed18.png","false","false","null","null","0","images/circle_rng25_N18_curv1_seed13.png","25","18","1","13","null","",""
"html-button-response","37","2.1.0","62898","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1988","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","3","11","exp_221","2-2-1","[13,18,10]","[5,6,8]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":8,""curv"":0,""nv"":27,""range"":45}]","images/circle_rng12_N27_curv0_seed18.png","images/circle_rng45_N27_curv0_seed10.png","images/circle_rng45_N18_curv0_seed13.png","false","false","null","null","0","images/circle_rng12_N27_curv0_seed18.png","12","27","0","18","null","",""
"html-button-response","39","2.1.0","64160","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1260","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","4","12","exp_221","2-2-1","[18,13,10]","[3,4,6]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":6,""curv"":0,""nv"":27,""range"":12}]","images/circle_rng12_N27_curv0_seed10.png","images/circle_rng12_N18_curv0_seed18.png","images/circle_rng25_N18_curv0_seed13.png","false","false","null","null","1","images/circle_rng12_N18_curv0_seed18.png","12","18","0","18","null","",""
"html-button-response","41","2.1.0","65123","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","961","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","5","13","exp_221","2-2-1","[13,10,18]","[0,18,20]","[{""id"":0,""curv"":0,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":20,""curv"":2,""nv"":9,""range"":45}]","images/circle_rng12_N9_curv2_seed10.png","images/circle_rng45_N9_curv2_seed18.png","images/circle_rng12_N9_curv0_seed13.png","false","false","null","null","1","images/circle_rng45_N9_curv2_seed18.png","45","9","2","18","null","",""
"html-button-response","43","2.1.0","66032","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","907","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","6","14","catch","3-2-2","[13,13,18]","[11,11,11]","[{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":11,""curv"":1,""nv"":9,""range"":25}]","images/circle_rng45_N9_curv1_seed13.png","images/circle_rng25_N9_curv1_seed18.png","images/circle_rng45_N9_curv1_seed13.png","false","true","1","1","1","images/circle_rng25_N9_curv1_seed18.png","25","9","1","18","true","",""
"html-button-response","45","2.1.0","67798","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1764","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","7","15","exp_221","2-2-1","[13,10,18]","[10,11,16]","[{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":11,""curv"":1,""nv"":9,""range"":45},{""id"":16,""curv"":1,""nv"":27,""range"":25}]","images/circle_rng25_N9_curv1_seed13.png","images/circle_rng25_N27_curv1_seed18.png","images/circle_rng45_N9_curv1_seed10.png","false","false","null","null","1","images/circle_rng25_N27_curv1_seed18.png","25","27","1","18","null","",""
"html-button-response","47","2.1.0","70500","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","2701","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","8","16","exp_111","1-1-1","[18,13,10]","[13,15,21]","[{""id"":13,""curv"":1,""nv"":18,""range"":25},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","images/circle_rng12_N27_curv1_seed13.png","images/circle_rng25_N18_curv1_seed18.png","images/circle_rng12_N18_curv2_seed10.png","false","false","null","null","2","images/circle_rng12_N18_curv2_seed10.png","12","18","2","10","null","",""
"html-button-response","49","2.1.0","71366","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","865","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","9","17","exp_221","2-2-1","[10,13,18]","[3,4,13]","[{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":4,""curv"":0,""nv"":18,""range"":25},{""id"":13,""curv"":1,""nv"":18,""range"":25}]","images/circle_rng25_N18_curv1_seed18.png","images/circle_rng12_N18_curv0_seed10.png","images/circle_rng25_N18_curv0_seed13.png","false","false","null","null","1","images/circle_rng12_N18_curv0_seed10.png","12","18","0","10","null","",""
"html-button-response","51","2.1.0","72714","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1346","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","10","18","exp_221","2-2-1","[18,10,13]","[9,15,18]","[{""id"":9,""curv"":1,""nv"":9,""range"":12},{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12}]","images/circle_rng12_N27_curv1_seed10.png","images/circle_rng12_N9_curv1_seed18.png","images/circle_rng12_N9_curv2_seed13.png","false","false","null","null","0","images/circle_rng12_N27_curv1_seed10.png","12","27","1","10","null","",""
"html-button-response","53","2.1.0","75186","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","2471","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","11","19","exp_111","1-1-1","[10,13,18]","[5,6,12]","[{""id"":5,""curv"":0,""nv"":18,""range"":45},{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":12,""curv"":1,""nv"":18,""range"":12}]","images/circle_rng12_N18_curv1_seed18.png","images/circle_rng12_N27_curv0_seed13.png","images/circle_rng45_N18_curv0_seed10.png","false","false","null","null","2","images/circle_rng45_N18_curv0_seed10.png","45","18","0","10","null","",""
"html-button-response","55","2.1.0","80424","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","5236","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","12","20","exp_111","1-1-1","[13,18,10]","[12,18,22]","[{""id"":12,""curv"":1,""nv"":18,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","images/circle_rng12_N9_curv2_seed18.png","images/circle_rng25_N18_curv2_seed10.png","images/circle_rng12_N18_curv1_seed13.png","false","false","null","null","0","images/circle_rng12_N9_curv2_seed18.png","12","9","2","18","null","",""
"html-button-response","57","2.1.0","82345","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1920","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","13","21","exp_221","2-2-1","[13,10,18]","[14,21,23]","[{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":21,""curv"":2,""nv"":18,""range"":12},{""id"":23,""curv"":2,""nv"":18,""range"":45}]","images/circle_rng12_N18_curv2_seed10.png","images/circle_rng45_N18_curv1_seed13.png","images/circle_rng45_N18_curv2_seed18.png","false","false","null","null","0","images/circle_rng12_N18_curv2_seed10.png","12","18","2","10","null","",""
"html-button-response","59","2.1.0","86487","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","4141","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","14","22","exp_221","2-2-1","[13,10,18]","[15,24,25]","[{""id"":15,""curv"":1,""nv"":27,""range"":12},{""id"":24,""curv"":2,""nv"":27,""range"":12},{""id"":25,""curv"":2,""nv"":27,""range"":25}]","images/circle_rng12_N27_curv1_seed13.png","images/circle_rng12_N27_curv2_seed10.png","images/circle_rng25_N27_curv2_seed18.png","false","false","null","null","1","images/circle_rng12_N27_curv2_seed10.png","12","27","2","10","null","",""
"html-button-response","61","2.1.0","87380","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","892","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","15","23","exp_111","1-1-1","[18,10,13]","[10,18,22]","[{""id"":10,""curv"":1,""nv"":9,""range"":25},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":22,""curv"":2,""nv"":18,""range"":25}]","images/circle_rng25_N9_curv1_seed18.png","images/circle_rng12_N9_curv2_seed10.png","images/circle_rng25_N18_curv2_seed13.png","false","false","null","null","1","images/circle_rng12_N9_curv2_seed10.png","12","9","2","10","null","",""
"html-button-response","63","2.1.0","89382","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","2001","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","16","24","catch","3-2-2","[13,13,18]","[23,23,23]","[{""id"":23,""curv"":2,""nv"":18,""range"":45},{""id"":23,""curv"":2,""nv"":18,""range"":45},{""id"":23,""curv"":1,""nv"":18,""range"":45}]","images/circle_rng45_N18_curv2_seed13.png","images/circle_rng45_N18_curv1_seed18.png","images/circle_rng45_N18_curv2_seed13.png","false","true","1","1","1","images/circle_rng45_N18_curv1_seed18.png","45","18","1","18","true","",""
"html-button-response","65","2.1.0","90956","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1572","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","2","","","","","block_1","1","17","25","exp_221","2-2-1","[18,13,10]","[1,2,10]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":10,""curv"":1,""nv"":9,""range"":25}]","images/circle_rng25_N9_curv0_seed18.png","images/circle_rng25_N9_curv1_seed10.png","images/circle_rng45_N9_curv0_seed13.png","false","false","null","null","2","images/circle_rng45_N9_curv0_seed13.png","45","9","0","13","null","",""
"html-button-response","67","2.1.0","92632","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1675","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","block_1","1","18","26","exp_221","2-2-1","[18,10,13]","[19,20,26]","[{""id"":19,""curv"":2,""nv"":9,""range"":25},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng25_N9_curv2_seed18.png","images/circle_rng45_N27_curv2_seed13.png","images/circle_rng45_N9_curv2_seed10.png","false","false","null","null","1","images/circle_rng45_N27_curv2_seed13.png","45","27","2","13","null","",""
"html-button-response","69","2.1.0","93748","69760","noInstr","310215817","20","Female","Yes, formal training","Mainly the spacial awreness of how round or the curves of the shapes ","","","","","","","","","","","","","","","","","1115","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","block_1","1","19","27","exp_221","2-2-1","[18,10,13]","[2,20,26]","[{""id"":2,""curv"":0,""nv"":9,""range"":45},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":26,""curv"":2,""nv"":27,""range"":45}]","images/circle_rng45_N27_curv2_seed13.png","images/circle_rng45_N9_curv0_seed18.png","images/circle_rng45_N9_curv2_seed10.png","false","false","null","null","0","images/circle_rng45_N27_curv2_seed13.png","45","27","2","13","null","",""
