"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1231","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2129","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3133","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","1470","831","true","chrome","140.0.0","false","Mac OS","true","60.02","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4150","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","1470","831","true","chrome","140.0.0","false","Mac OS","true","59.99","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","12816","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","8665","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","16444","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","true","","","","","","","","","","","","","","","","2626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","19374","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","2925","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","22157","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","2782","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","33685","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","","","","","","1438","3.2774928774928775","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","43233","68539","noInstr","648808461","18","Female","No experience","intially size, then i looked at the overall shape, like amount of spikes and grooves. and round and flat edges","","","","","","","","","","","","","","","","","9547","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
