"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1128","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2391","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","3398","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","1440","778","true","chrome","142.0.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","4414","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","1440","778","true","chrome","142.0.0","false","Mac OS","true","60","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","8566","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","4150","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","11114","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","true","","","","","","","","","","","","","","","","1545","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","13294","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","2172","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","15451","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","2156","","{""Sex"":""Female""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","46346","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","","","","","","436","0.9937321937321938","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","50477","69940","noInstr","102106903","18","Female","Yes, informal or self-taught experience","rounds and sharp edges, overall shape","","","","","","","","","","","","","","","","","4130","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
