"trial_type","trial_index","plugin_version","time_elapsed","participant","expType","experiment_seed","age","sex","art_experience","strategy_open","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","question_order","final_height_px","final_width_px","scale_factor","block","block_index","trial_in_block","global_trial_index","trial_kind","pattern","seeds","feature_ids","features_triplet","stim_left","stim_middle","stim_right","is_practice","is_catch","correct_response","odd_position","chosen_index","chosen_stimulus","chosen_range","chosen_N","chosen_curv","chosen_seed","correct","block_failed","blocks_failed_total"
"pavlovia","0","null","1170","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"preload","1","2.1.0","2179","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","2","2.1.0","2596","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","1920","957","true","chrome","145.0.0","false","Windows 10","true","144.93","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"browser-check","3","2.1.0","3019","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","1920","957","true","chrome","145.0.0","false","Windows 10","true","144.09","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","4","2.1.0","5181","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","2161","
    <div style=""width:700px;"">
      <p><strong>Welcome!</strong></p>
      <p>In this experiment, you will see triplets of simple shapes and choose the <b>odd-one-out</b>.</p>
      <p>Press ""Continue"" to begin.</p>
      <p><strong>Please do not close this tab until the experiment finishes.</strong></p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","5","2.1.0","7218","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","true","","","","","","","","","","","","","","","","1033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-text","6","2.1.0","13261","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","6039","","{""Age"":""18""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","7","2.1.0","14782","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","1519","","{""Sex"":""Male""}","[0]","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"resize","8","2.0.0","16489","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","","","","","","104","0.23703703703703702","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","9","2.1.0","17877","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","1387","
    <div style=""width:800px;"">
      <p>Thank you for your interest in this study!</p>
      <p>The experiment takes approximately 30 minutes. Finishing the full session is required for credit.</p>
      <p>Careful, attentive responses are essential for high-quality data. Rushed or ineffortful responses can mask meaningful patterns in how people perceive visual information.</p>
      <p>Your thoughtful participation genuinely helps advance scientific understanding of the human mind, and we greatly appreciate your time and engagement.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","10","2.1.0","18910","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","1032","
    <div style=""width:800px;"">
      <p>On each trial, you will see three shapes. You will do <b>9 blocks</b> in total.</p>
      <p>Your task is to select the shape that is the <b>odd-one-out</b>.</p>
      <p>Please choose one that is most different from the other two.</p>
      <p>There is no strictly correct answer, we are interested in your intuitive judgment.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","11","2.1.0","29875","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","10963","
    <div style=""width:800px;"">
      <p>However, there are also <b>attention check trials</b>.</p>
      <p>On these trials, there is <b>exactly one correct odd-one-out</b> (two shapes are identical, and the third looks similar).</p>
      <ul>
        <p>There are several attention check trials in every block</p>
        <p>You must answer at least <b>75%</b> of these correctly in a block to successfully pass that block.</p>
        <p>If you fail <b>3 or more blocks</b>, your data may be <b>rejected</b>, and you may choose to stop the experiment at any time.</p>
      </ul>
      <p>After each block, you will see feedback indicating whether you passed that block.</p>
      <p>Here is an <b>example attention check triplet</b>:</p>
      
  <div style=""display:flex; justify-content:center; gap:20px; margin-top:15px;"">
    <img class=""ooo-img"" src=""practice_images/circle_rng12_N9_curv2_seed9.png""><img class=""ooo-img"" src=""practice_images/circle_rng12_N9_curv2_seed9.png""><img class=""ooo-img"" src=""practice_images/circle_rng12_N18_curv2_seed26.png"">
  </div>

    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","12","2.1.0","31738","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","1862","
    <div style=""width:800px;"">
      <p>You will now complete <b>8 practice trials</b>:</p>
      <ul>
        <p><b>5 practice trials</b> with <b>no obvious correct answer</b>.</p>
        <p><b>3 practice trials</b> that are <b>attention checks</b> with a clearly correct odd-one-out.</p>
      </ul>
      <p>On attention check practice trials, you will be told that it is an attention check.</p>
    </div>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","13","2.1.0","39892","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","8152","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","1","1","practice_catch","3-2-2","[9,9,26]","[18,18,18]","[{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":9,""range"":12},{""id"":18,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng12_N18_curv2_seed26.png","practice_images/circle_rng12_N9_curv2_seed9.png","practice_images/circle_rng12_N9_curv2_seed9.png","true","true","0","0","0","practice_images/circle_rng12_N18_curv2_seed26.png","12","18","2","26","true","",""
"html-button-response","16","2.1.0","42106","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","2213","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        <p style=""color:#b00;""><b>This is an attention check practice trial.</b></p>
      </div>","0","","","","","practice","0","2","2","practice_catch","3-2-2","[7,7,9]","[16,16,16]","[{""id"":16,""curv"":1,""nv"":27,""range"":25},{""id"":16,""curv"":1,""nv"":27,""range"":25},{""id"":16,""curv"":1,""nv"":27,""range"":12}]","practice_images/circle_rng12_N27_curv1_seed9.png","practice_images/circle_rng25_N27_curv1_seed7.png","practice_images/circle_rng25_N27_curv1_seed7.png","true","true","0","0","0","practice_images/circle_rng12_N27_curv1_seed9.png","12","27","1","9","true","",""
"html-button-response","19","2.1.0","43431","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","1324","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","0","","","","","practice","0","3","3","practice_ambiguous","1/1/0","[26,9,7]","[1,3,24]","[{""id"":1,""curv"":0,""nv"":9,""range"":25},{""id"":3,""curv"":0,""nv"":18,""range"":12},{""id"":24,""curv"":2,""nv"":27,""range"":12}]","practice_images/circle_rng25_N9_curv0_seed26.png","practice_images/circle_rng12_N18_curv0_seed9.png","practice_images/circle_rng12_N27_curv2_seed7.png","true","false","null","null","0","practice_images/circle_rng25_N9_curv0_seed26.png","25","9","0","26","null","",""
"html-button-response","21","2.1.0","47386","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","3953","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","4","4","practice_ambiguous","1/1/0","[26,7,9]","[17,20,21]","[{""id"":17,""curv"":1,""nv"":27,""range"":45},{""id"":20,""curv"":2,""nv"":9,""range"":45},{""id"":21,""curv"":2,""nv"":18,""range"":12}]","practice_images/circle_rng12_N18_curv2_seed9.png","practice_images/circle_rng45_N27_curv1_seed26.png","practice_images/circle_rng45_N9_curv2_seed7.png","true","false","null","null","1","practice_images/circle_rng45_N27_curv1_seed26.png","45","27","1","26","null","",""
"html-button-response","23","2.1.0","59415","69028","noInstr","741711502","18","Male","Limited, occasional experience","Sharp Edges and how circular","","","","","","","","","","","","","","","","","12028","
      <div style=""text-align:center;"">
        <p><b>Which one is the odd one out?</b></p>
        
      </div>","1","","","","","practice","0","5","5","practice_ambiguous","0/0/0","[26,7,9]","[6,14,19]","[{""id"":6,""curv"":0,""nv"":27,""range"":12},{""id"":14,""curv"":1,""nv"":18,""range"":45},{""id"":19,""curv"":2,""nv"":9,""range"":25}]","practice_images/circle_rng12_N27_curv0_seed26.png","practice_images/circle_rng45_N18_curv1_seed7.png","practice_images/circle_rng25_N9_curv2_seed9.png","true","false","null","null","1","practice_images/circle_rng45_N18_curv1_seed7.png","45","18","1","7","null","",""
